Código;Procedimento 
702030589;HASTE TIBIAL P/ REVISAO DE PROTESE TOTAL DO JOELHO
702030597;COMPONENTE ACETABULAR DE POLIETILENO P/ COMPONENTE METALICO PRIMARIO / DE REVISAO DE FIXACAO BIOLOGICA
702030600;MINI-FIXADOR EXTERNO
702030619;MINI-PARAFUSO DE AUTO-COMPRESSAO
702030627;PARAFUSO CANULADO 3,5 MM
702030635;PARAFUSO CANULADO 4,5 MM
702030643;PARAFUSO CANULADO 7,0 MM
702030651;PARAFUSO CANULADO MINI
702030660;PARAFUSO CORTICAL 1,5 MM
702030678;PARAFUSO CORTICAL 2,0 MM
702030686;PARAFUSO CORTICAL 2,7 MM
702030694;PARAFUSO CORTICAL 3,5 MM
702030708;PARAFUSO CORTICAL 4,5 MM
702030716;PARAFUSO DE INTERFERENCIA DE TITANIO
702030724;PARAFUSO ESPONJOSO 4,0 MM
702030732;PARAFUSO ESPONJOSO 6,5 MM
702030740;PARAFUSO MALEOLAR
702030759;PARAFUSO METALICO DE INTERFERENCIA
702030767;PARAFUSO P/ COMPONENTE ACETABULAR
702030791;PINO DE KNOWLES
702030805;PINO DE SHANTZ
702030813;PLACA C/ PARAFUSO DESLIZANTE DE 135 OU 150 GRAUS
702030821;PLACA C/ PARAFUSO DESLIZANTE DE 95 GRAUS
702030830;PLACA 1/3 TUBULAR 3,5 MM (INCLUI PARAFUSOS)
702030848;PLACA 1/3 TUBULAR 4,5 MM (INCLUI PARAFUSOS)
702030856;PLACA ANGULADA 4,5 MM (INCLUI PARAFUSOS)
702030864;PLACA CALCO (INCLUI PARAFUSOS)
702030880;PLACA CONDILEA 4,5 MM (INCLUI PARAFUSOS)
702030899;PLACA DE COMPRESSAO DINAMICA 3,5 MM (INCLUI PARAFUSOS)
702030902;PLACA DE COMPRESSAO DINAMICA 4,5 MM ESTREITA (INCLUI PARAFUSOS)
702030910;PLACA DE COMPRESSAO DINAMICA 4,5 MM LARGA (INCLUI PARAFUSOS)
702030929;PLACA DE RECONSTRUCAO DE BACIA 3,5 MM (INCLUI PARAFUSOS)
702030945;PLACA DE SUPORTE DE PLATEAU TIBIAL 4,5 MM (INCLUI PARAFUSOS)
702030953;PLACA EM L 2,7MM (INCLUI PARAFUSOS)
702030961;PLACA EM L 3,5 MM (INCLUI PARAFUSOS)
702030970;PLACA EM L 4,5 MM (INCLUI PARAFUSOS)
702030988;PLACA EM T 2,7MM (INCLUI PARAFUSOS)
702030996;PLACA EM T 3,5 MM (INCLUI PARAFUSOS)
702031003;PLACA EM T 4,5 MM (INCLUI PARAFUSOS)
702031020;PLACA EM TREVO 4,5 MM (INCLUI PARAFUSOS)
702031046;PLACA P/ CALCANEO
702031062;PLACA PONTE 4,5 MM
702031070;PLACA SEMITUBULAR 2,7 MM (INCLUI PARAFUSOS)
702031097;PLACA SEMITUBULAR 4,5 MM (INCLUI PARAFUSOS)
702031127;PROTESE DE CABECA DE RADIO
702031143;PROTESE METACARPO-FALANGEANA
702031151;PROTESE NAO CONVENCIONAL ARTICULADA DISTAL DE MEMBRO INFERIOR
702031178;PROTESE NAO CONVENCIONAL ARTICULADA PROXIMAL DE MEMBRO INFERIOR
702031216;PROTESE NAO CONVENCIONAL EXTENSIVEL
702031224;PROTESE PARCIAL DE QUADRIL CIMENTADA MONOBLOCO (TIPO THOMPSON)
702031240;PROTESE TOTAL DE COTOVELO (COMPONENTE UMERAL CIMENTADO + COMPONENTE ULNA)
702031259;RESTRITOR DE CIMENTO FEMORAL/UMERAL
702031321;PARAFUSO BLOQUEADO
702031330;PLCA EM T 2,0MM (INCLUI PARAFUSOS)
702031348;FIO DE KIRCHNER
702031380;CIMENTO S/ ANTIBIOTICO
702031399;PLACA DE ANGULO FIXO
702040010;AGULHA P/ PUNCAO TRANSEPTAL
702040029;ANEL P/ ANELOPLASTIA VALVULAR
702040037;BAINHA P/ PUNCAO TRANSEPTAL
702040045;CARDIOVERSOR DESFIBRILADOR C/ MARCAPASSO MULTI-SITIO
702040053;CARDIOVERSOR DESFIBRILADOR IMPLANTÁVEL (CDI) - GERADOR
702040070;CATETER BALAO P/ ANGIOPLASTIA PERIFERICA
702040088;CATETER BALAO P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA
702040096;CATETER BALAO P/ SEPTOSTOMIA
702040100;CATETER BALAO P/ VALVOPLASTIA
702040118;CATETER DE ACESSO CENTRAL POR INSERCAO PERIFERICA (PICC)
702040134;CATETER GUIA P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA
702040150;CATETER VENOSO CENTRAL DUPLO LUMEN
702040169;COILS EMBOLIZANTE
702040193;CONJUNTO P/ CIRCULACAO EXTRACORPOREA (ADULTO)
702040215;CONJUNTO P/ CIRCULACAO EXTRACORPOREA (PEDIATRICO)
702040223;CONJUNTO P/ VALVOPLASTIA MITRAL PERCUTANEA
702040231;ELETRODO DE CARDIOVERSOR DESFIBRILADOR
702040240;ELETRODO ENDOCARDICO DEFINITIVO
702040258;ELETRODO EPICARDICO DEFINITIVO
702040266;ELETRODO P/ MARCAPASSO TEMPORARIO ENDOCARDICO
702040274;ELETRODO P/ MARCAPASSO TEMPORARIO EPICARDICO
702040282;ENDOPROTESE AORTICA BIFURCADA
702040290;ENDOPROTESE AORTICA TUBULAR / CONICA
702040304;ENDOPROTESE TORACICA RETA
702040312;ENXERTO ARTERIAL INORGANICO VALVADO (CONDUTO VALVADO)
702040320;ENXERTO ARTERIAL TUBULAR BIFURCADO INORGANICO C/ COLAGENO
702040339;ENXERTO ARTERIAL TUBULAR INORGANICO C/ COLAGENO
702040347;ENXERTO ARTERIAL TUBULAR ORGANICO
702040355;ENXERTO ARTERIAL TUBULAR VALVADO ORGANICO
702040363;ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ÁTÉ 20CM (PTFE)
702040371;ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ATÉ 70CM (PTFE)
702040380;FIO GUIA DIRIGIVEL PARA ANGIOPLASTIA
702040398;GUIA E FILTRO P/ VEIA CAVA
702040401;INTRODUTOR DE PUNCAO P/ IMPLANTACAO DE ELETRODO ENDOCARDICO
702040410;MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA DUPLA
702040428;MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA UNICA
702040436;MARCAPASSO MULTI-SITIO
702040444;PATCH INORGANICO (20 CM2)
702040460;PATCH ORGANICO (20 CM2)
702040479;PATCH ORGANICO (50 CM2)
702040517;STENT METALICO NAO RECOBERTO
702040533;STENT CORONARIANO
702040541;PROTESE VALVULAR BIOLOGICA
702040550;PROTESE VALVULAR BIOLOGICA S/ SUPORTE / ANEL
702040568;PROTESE VALVULAR MECANICA DE BAIXO PERFIL (DISCO)
702040576;PROTESE VALVULAR MECANICA DE DUPLO FOLHETO
702040584;SISTEMA DE COLOCACAO DE COILS
702040592;SISTEMA DE ELETRODOS P/ ESTIMULACAO MULTI-SITIO
702040606;SISTEMA DE PROTECAO DISTAL PARA CAROTIDA E/OU CORONARIA
702050016;BOMBA CENTRIFUGA DESCARTAVEL PARA USO EM CIRCULACAO EXTRACORPOREA E/OU CIRCULACAO ASSISTIDA
702050024;CANULA P/ TRAQUEOSTOMIA S/ BALAO
702050032;CARGA P/ GRAMPEADOR LINEAR
702050040;CARGA P/ GRAMPEADOR LINEAR CORTANTE
702050059;CATETER BALAO P/ EMBOLECTOMIA ARTERIAL / VENOSA
702050067;CATETER DE TERMODILUICAO
702050075;CATETER DE TERMODILUICAO CONTINUA
702050105;CIANOACRILATO (FRASCO)
702050121;CONJUNTO DESCARTAVEL DE BALAO INTRA-AORTICO
702050130;CONJUNTO P/ AUTOTRANSFUSAO
702050148;DISPOSITIVO DE BLOQUEIO
702050156;DISPOSITIVO INTERSOMATICO DE MANUTENCAO DE ESPACO INVERVERTEBRAL CARREADOR DE
702050180;FIO MONONYLON 9.0
702050199;FIO MALEAVEL DE CERCLAGEM,  DE TITANIO, P/ COLUNA, METAFISE E DIAFISE
702050210;GANCHO C/ SISTEMA SULCADO P/ FIXACAO DE HASTES DE TITÂNIO
702050229;GANCHO LAMINAR INFERIOR DE DISTRACAO-SISTEMA HARRINGTON (TODOS)
702050237;GANCHO LAMINAR SUPERIOR DE DISTRACAO-SISTEMA HARRINGTON (TODOS)
702050245;GANCHO LAMINAR DE COMPRESSAO-SISTEMA HARRINGTON (TODOS)
702050261;GRAMPEADOR CIRCULAR INTRALUMINAL
702050270;GRAMPEADOR LINEAR
702050288;GRAMPEADOR LINEAR CORTANTE
702050326;HASTE LISA TIPO LUQUE
702050334;HASTE PARA ASSOCIACAO C/ PARAFUSOS E OU GANCHOS DE TITANIO
702050342;INTRODUTOR VALVULADO
702050350;MICRO CATETER
702050369;MICRO GUIA
702050377;PARAFUSO ASSOCIAVEL A PLACA TORACO-LOMBO-SACRA TIPO PEDICULAR MONO-AXIAL
702050385;PARAFUSO DE TITANIO ASSOCIAVEL A HASTE TIPO PEDICULAR MONO-AXIAL
702050393;PARAFUSO DE TITANIO ASSOCIAVEL A HASTE TIPO PEDICULAR POLI-AXIAL
702050407;PARAFUSO DE TITANIO ASSOCIAVEL A PLACA CERVICAL
702050415;PARAFUSO DE TITANIO ASSOCIAVEL A PLACA TORACO-LOMBO-SACRA
702050423;PARTICULAS EMBOLIZANTES  (FRASCO)
702050440;PATCH ORGANICO (ATE 260 CM2)
702050458;PLACA CERVICAL ASSOCIADA A PARAFUSOS INTRA-SOMATICOS DE TITANIO
702050466;PLACA CERVICAL ASSOCIADA A PARAFUSOS DE TITANIO P/ FIXACAO EM ESTRUTURAS POSTERIORES
702050474;PLACA DE RECONSTRUCAO EM TITANIO P/ FRATURA DE MANDIBULA (INCLUI PARAFUSOS)
702050482;PLACA DE TITÂNIO SISTEMA MINI/MICROFRAGMENTOS (INCLUI PARAFUSOS)
702050490;PLACA TORACO-LOMBO-SACRA ASSOCIADA A PARAFUSOS PEDICULARES DE TITANIO
702050504;PROTESE P/ ESOFAGO
702050520;SISTEMA P/ FIXACAO TRANSVERSAL DE TITANIO
702050547;TELA INORGANICA DE POLIPROPILENO C/ SISTEMA DUPLO
702050555;TELA INORGANICA DE POLIPROPILENO GRANDE (ACIMA DE 401 CM2)
702050563;TELA INORGANICA DE POLIPROPILENO MEDIA (101 A 400 CM2)
702050571;TELA INORGANICA DE POLIPROPILENO PEQUENA (ATE 100 CM2)
702050784;CONECTOR BARRA  JUNCAO CERVICO TORACICA
702050792;FIO TIPO STEINMAN LISO
702050806;FIO GUIA HIDROFILICO 0,035
702060011;CATETER DUPLO J
702060020;PROTESE PENIANA MALEAVEL (PAR DE CORPOS CAVERNOSOS)
702060038;PROTESE TESTICULAR EM GEL DE SILICONE
702070041;ESFERA DE MÜLLER
702070050;TUBO DE DRENAGEM PARA GLAUCOMA
702080012;EXPANSOR TECIDUAL
702080039;PROTESE MAMARIA DE SILICONE
702090018;PROTESE DE ACO-TEFLON
702090034;PROTESE P/ IMPLANTE COCLEAR MULTICANAL
802010016;DIARIA DE ACOMPANHANTE ADULTO (COM PERNOITE)
802010024;DIARIA DE ACOMPANHANTE CRIANCA/ADOLESCENTE C/PERNOITE
802010032;DIARIA DE ACOMPANHANTE DE GESTANTE C/ PERNOITE
802010040;DIARIA DE ACOMPANHANTE DE IDOSOS C/ PERNOITE
802010059;DIARIA DE ACOMPANHANTE DE IDOSOS S/ PERNOITE
802010075;DIARIA DE UNIDADE DE TERAPIA INTENSIVA  EM PEDIATRIA (UTI III)
802010083;DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI II)
802010091;DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI III)
802010105;DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE ADULTO (UTI I)
802010113;DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE QUEIMADOS
802010121;DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM NEONATALOGIA (UTI II)
802010130;DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM NEONATOLOGIA (UTI III)
802010148;DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI I)
802010156;DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI II)
802010199;DIÁRIA DE PERMANENCIA A MAIOR
802020011;MONITORAMENTO DE CIRCULACAO EXTRACORPOREA
